Date : 2026-05-15 09:43:58
Directory : /home/developer/projects/open-navigator
Total : 969 files,  248435 codes, 32890 comments, 43506 blanks, all 324831 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /home/developer/projects/open-navigator/api/routes/data_deletion.py                                                                      | Python             |         80 |         34 |         28 |        142 |
| /home/developer/projects/open-navigator/api/routes/hf_search.py                                                                          | Python             |         90 |         67 |         26 |        183 |
| /home/developer/projects/open-navigator/api/routes/search.py                                                                             | Python             |        872 |        669 |        178 |      1,719 |
| /home/developer/projects/open-navigator/api/routes/search_postgres.py                                                                    | Python             |        338 |        647 |         41 |      1,026 |
| /home/developer/projects/open-navigator/api/routes/social.py                                                                             | Python             |        393 |         43 |        109 |        545 |
| /home/developer/projects/open-navigator/api/routes/stats.py                                                                              | Python             |        167 |        379 |         17 |        563 |
| /home/developer/projects/open-navigator/api/routes/stats_neon.py                                                                         | Python             |        225 |        195 |         32 |        452 |
| /home/developer/projects/open-navigator/api/routes/trending.py                                                                           | Python             |        157 |         42 |         43 |        242 |
| /home/developer/projects/open-navigator/api/static/assets/index-BqWDe_X1.css                                                             | PostCSS            |          1 |          0 |          1 |          2 |
| /home/developer/projects/open-navigator/api/static/assets/index-CQteqSZT.js                                                              | JavaScript         |        223 |          0 |         21 |        244 |
| /home/developer/projects/open-navigator/api/static/communityone_logo.svg                                                                 | XML                |         13 |          5 |          5 |         23 |
| /home/developer/projects/open-navigator/api/static/google6934fc6e3618949f.html                                                           | HTML               |          1 |          0 |          0 |          1 |
| /home/developer/projects/open-navigator/api/static/index.html                                                                            | HTML               |        128 |          9 |          9 |        146 |
| /home/developer/projects/open-navigator/api/static/privacyfacebook.html                                                                  | HTML               |        244 |          0 |         33 |        277 |
| /home/developer/projects/open-navigator/api/static/sitemap-app.xml                                                                       | XML                |         89 |          5 |         19 |        113 |
| /home/developer/projects/open-navigator/api/static/sitemap.xml                                                                           | XML                |         11 |          2 |          4 |         17 |
| /home/developer/projects/open-navigator/api/utils/__init__.py                                                                            | Python             |          0 |          1 |          1 |          2 |
| /home/developer/projects/open-navigator/api/utils/formatters.py                                                                          | Python             |         25 |         37 |         19 |         81 |
| /home/developer/projects/open-navigator/app.yaml                                                                                         | YAML               |         31 |          2 |          5 |         38 |
| /home/developer/projects/open-navigator/calendar_year_util.py                                                                            | Python             |         43 |          2 |          6 |         51 |
| /home/developer/projects/open-navigator/claude.md                                                                                        | Markdown           |         77 |          0 |         16 |         93 |
| /home/developer/projects/open-navigator/config/__init__.py                                                                               | Python             |          2 |          1 |          2 |          5 |
| /home/developer/projects/open-navigator/config/settings.py                                                                               | Python             |         80 |         24 |         23 |        127 |
| /home/developer/projects/open-navigator/databricks/README.md                                                                             | Markdown           |        279 |          0 |         71 |        350 |
| /home/developer/projects/open-navigator/databricks/communityone_schema.sql                                                               | MS SQL             |        501 |         88 |         53 |        642 |
| /home/developer/projects/open-navigator/databricks/deployment.py                                                                         | Python             |        193 |        108 |         44 |        345 |
| /home/developer/projects/open-navigator/databricks/evaluation.py                                                                         | Python             |        162 |        146 |         36 |        344 |
| /home/developer/projects/open-navigator/databricks/notebooks/01_agent_bricks_quickstart.py                                               | Python             |         52 |        262 |         16 |        330 |
| /home/developer/projects/open-navigator/dbt_project.yml                                                                                  | YAML               |         46 |          9 |         15 |         70 |
| /home/developer/projects/open-navigator/dbt_project/.user.yml                                                                            | YAML               |          1 |          0 |          1 |          2 |
| /home/developer/projects/open-navigator/dbt_project/MIGRATION_PYTHON_TO_DBT.md                                                           | Markdown           |        214 |          0 |         60 |        274 |
| /home/developer/projects/open-navigator/dbt_project/QUICK_REFERENCE.md                                                                   | Markdown           |        230 |          0 |         77 |        307 |
| /home/developer/projects/open-navigator/dbt_project/README.md                                                                            | Markdown           |        198 |          0 |         78 |        276 |
| /home/developer/projects/open-navigator/dbt_project/README_TRENDING_CAUSES.md                                                            | Markdown           |        222 |          0 |         70 |        292 |
| /home/developer/projects/open-navigator/dbt_project/analyses/audit_county_gsa_naco_domain_mismatch.sql                                   | MS SQL             |         19 |          2 |          2 |         23 |
| /home/developer/projects/open-navigator/dbt_project/analyses/audit_gsa_domain_types_not_in_map.sql                                       | MS SQL             |         38 |          3 |          2 |         43 |
| /home/developer/projects/open-navigator/dbt_project/analyses/audit_gsa_mapping_summary_by_state.sql                                      | MS SQL             |          9 |          2 |          2 |         13 |
| /home/developer/projects/open-navigator/dbt_project/analyses/audit_gsa_unmapped_domains.sql                                              | MS SQL             |         12 |          3 |          2 |         17 |
| /home/developer/projects/open-navigator/dbt_project/dbt_project.yml                                                                      | YAML               |         45 |         22 |         16 |         83 |
| /home/developer/projects/open-navigator/dbt_project/macros/calculate_confidence.sql                                                      | MS SQL             |         11 |          8 |          1 |         20 |
| /home/developer/projects/open-navigator/dbt_project/macros/generate_schema_name.sql                                                      | MS SQL             |          8 |          0 |          4 |         12 |
| /home/developer/projects/open-navigator/dbt_project/macros/jurisdiction_acs_exists.sql                                                   | MS SQL             |          8 |          0 |          1 |          9 |
| /home/developer/projects/open-navigator/dbt_project/macros/jurisdiction_mapping_primary_from_source_columns.sql                          | MS SQL             |          8 |          0 |          1 |          9 |
| /home/developer/projects/open-navigator/dbt_project/macros/normalize_bill_number.sql                                                     | MS SQL             |         14 |         11 |          1 |         26 |
| /home/developer/projects/open-navigator/dbt_project/macros/normalize_jurisdiction_label_for_match.sql                                    | MS SQL             |         41 |          0 |          1 |         42 |
| /home/developer/projects/open-navigator/dbt_project/macros/normalize_name.sql                                                            | MS SQL             |         11 |         11 |          1 |         23 |
| /home/developer/projects/open-navigator/dbt_project/models/bronze/bronze_bills_from_ai.sql                                               | MS SQL             |         65 |         12 |          8 |         85 |
| /home/developer/projects/open-navigator/dbt_project/models/bronze/bronze_causes_from_ai.sql                                              | MS SQL             |         76 |         18 |         10 |        104 |
| /home/developer/projects/open-navigator/dbt_project/models/bronze/bronze_contacts_from_ai.sql                                            | MS SQL             |         63 |         16 |          8 |         87 |
| /home/developer/projects/open-navigator/dbt_project/models/bronze/bronze_decisions_from_ai.sql                                           | MS SQL             |        111 |         18 |         12 |        141 |
| /home/developer/projects/open-navigator/dbt_project/models/bronze/bronze_events_youtube.sql                                              | MS SQL             |         41 |         20 |         15 |         76 |
| /home/developer/projects/open-navigator/dbt_project/models/bronze/bronze_financial_items_from_ai.sql                                     | MS SQL             |         75 |         14 |          8 |         97 |
| /home/developer/projects/open-navigator/dbt_project/models/bronze/bronze_organizations_from_ai.sql                                       | MS SQL             |        109 |         19 |          9 |        137 |
| /home/developer/projects/open-navigator/dbt_project/models/bronze/bronze_topics_from_ai.sql                                              | MS SQL             |         71 |         14 |          8 |         93 |
| /home/developer/projects/open-navigator/dbt_project/models/intermediate/_intermediate.yml                                                | YAML               |        494 |          0 |         27 |        521 |
| /home/developer/projects/open-navigator/dbt_project/models/intermediate/int_events_channels.sql                                          | MS SQL             |        160 |         32 |         25 |        217 |
| /home/developer/projects/open-navigator/dbt_project/models/intermediate/int_events_channels_enriched.sql                                 | MS SQL             |         61 |         19 |         12 |         92 |
| /home/developer/projects/open-navigator/dbt_project/models/intermediate/int_events_localview.sql                                         | MS SQL             |         24 |          8 |          3 |         35 |
| /home/developer/projects/open-navigator/dbt_project/models/intermediate/int_jurisdiction_websites.sql                                    | MS SQL             |        796 |         33 |         38 |        867 |
| /home/developer/projects/open-navigator/dbt_project/models/intermediate/int_jurisdictions.sql                                            | MS SQL             |        376 |         26 |         15 |        417 |
| /home/developer/projects/open-navigator/dbt_project/models/intermediate/int_jurisdictions_clean.sql                                      | MS SQL             |         74 |         27 |         21 |        122 |
| /home/developer/projects/open-navigator/dbt_project/models/intermediate/int_jurisdictions_linked.sql                                     | MS SQL             |         71 |         25 |         13 |        109 |
| /home/developer/projects/open-navigator/dbt_project/models/intermediate/int_jurisdictions_scraped_discoveries.sql                        | MS SQL             |         89 |          8 |         13 |        110 |
| /home/developer/projects/open-navigator/dbt_project/models/intermediate/int_localview_channel_geography.sql                              | MS SQL             |         44 |         10 |          6 |         60 |
| /home/developer/projects/open-navigator/dbt_project/models/intermediate/int_localview_jurisdiction_geography.sql                         | MS SQL             |        293 |         21 |         27 |        341 |
| /home/developer/projects/open-navigator/dbt_project/models/intermediate/int_nonprofits_combined.sql                                      | MS SQL             |        128 |         11 |          6 |        145 |
| /home/developer/projects/open-navigator/dbt_project/models/intermediate/int_nonprofits_irs_with_zcta.sql                                 | MS SQL             |         64 |         36 |         13 |        113 |
| /home/developer/projects/open-navigator/dbt_project/models/intermediate/int_nonprofits_nccs_with_zcta.sql                                | MS SQL             |         66 |         40 |         14 |        120 |
| /home/developer/projects/open-navigator/dbt_project/models/intermediate/int_nonprofits_with_county_fips.sql                              | MS SQL             |        104 |         51 |         10 |        165 |
| /home/developer/projects/open-navigator/dbt_project/models/intermediate/int_trending_causes_by_jurisdiction.sql                          | MS SQL             |         83 |         17 |         14 |        114 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/events_channels_search.sql                                              | MS SQL             |         57 |         27 |         13 |         97 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/events_search.sql                                                       | MS SQL             |        113 |         29 |         13 |        155 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/events_text_search.sql                                                  | MS SQL             |         90 |         17 |          8 |        115 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/jurisdiction_mapping_analysis.sql                                       | MS SQL             |        214 |         18 |          8 |        240 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/jurisdiction_mapping_analysis_sources.sql                               | MS SQL             |         20 |          4 |          3 |         27 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/jurisdiction_mapping_quality_summary.sql                                | MS SQL             |         50 |          9 |          3 |         62 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/jurisdiction_mapping_quality_summary_by_acs_income_level.sql            | MS SQL             |         52 |          5 |          3 |         60 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/jurisdiction_mapping_quality_summary_by_acs_population_tier.sql         | MS SQL             |         52 |          5 |          3 |         60 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/jurisdiction_mapping_quality_summary_municipality_places.sql            | MS SQL             |         52 |         11 |          3 |         66 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/jurisdictions.sql                                                       | MS SQL             |         49 |         32 |         16 |         97 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/organizations_nonprofit_search.sql                                      | MS SQL             |        148 |         16 |          6 |        170 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/organizations_nonprofits.sql                                            | MS SQL             |        143 |         38 |         27 |        208 |
| /home/developer/projects/open-navigator/dbt_project/models/marts/stats_aggregates.sql                                                    | MS SQL             |        268 |         44 |         29 |        341 |
| /home/developer/projects/open-navigator/dbt_project/models/staging/_staging.yml                                                          | YAML               |        926 |          0 |         55 |        981 |
| /home/developer/projects/open-navigator/dbt_project/models/staging/stg_bronze_decisions.sql                                              | MS SQL             |         40 |         14 |         13 |         67 |
| /home/developer/projects/open-navigator/dbt_project/models/staging/stg_bronze_events_cdp.sql                                             | MS SQL             |         62 |         23 |         17 |        102 |
| /home/developer/projects/open-navigator/dbt_project/models/staging/stg_bronze_events_text_ai.sql                                         | MS SQL             |         47 |         20 |         16 |         83 |
| /home/developer/projects/open-navigator/dbt_project/package-lock.yml                                                                     | YAML               |         11 |          0 |          1 |         12 |
| /home/developer/projects/open-navigator/dbt_project/packages.yml                                                                         | YAML               |          5 |          0 |          1 |          6 |
| /home/developer/projects/open-navigator/dbt_project/scripts/dbt.sh                                                                       | Shell Script       |          3 |          2 |          1 |          6 |
| /home/developer/projects/open-navigator/dbt_project/scripts/discovery/run_jurisdiction_discovery.sh                                      | Shell Script       |         20 |          2 |          3 |         25 |
| /home/developer/projects/open-navigator/dbt_project/scripts/ensure_int_jurisdictions_indexes.sh                                          | Shell Script       |         27 |         10 |          8 |         45 |
| /home/developer/projects/open-navigator/dbt_project/seeds/schema.yml                                                                     | YAML               |         20 |          0 |          3 |         23 |
| /home/developer/projects/open-navigator/dbt_project/setup.sh                                                                             | Shell Script       |         67 |         11 |         14 |         92 |
| /home/developer/projects/open-navigator/dbt_project/test_ai_extraction_models.sh                                                         | Shell Script       |         66 |          3 |         10 |         79 |
| /home/developer/projects/open-navigator/dbt_project/tests/assert_no_ai_overrides_authoritative.sql                                       | MS SQL             |         36 |         10 |          5 |         51 |
| /home/developer/projects/open-navigator/debug-dropdown.html                                                                              | HTML               |         80 |          0 |         13 |         93 |
| /home/developer/projects/open-navigator/docker-compose.socks-proxy.example.yml                                                           | YAML               |          6 |          7 |          2 |         15 |
| /home/developer/projects/open-navigator/docker-compose.yml                                                                               | YAML               |         73 |          1 |          7 |         81 |
| /home/developer/projects/open-navigator/docs/ACCOUNTABILITY_DASHBOARD_STRATEGY.md                                                        | Markdown           |        178 |          0 |         76 |        254 |
| /home/developer/projects/open-navigator/docs/ANSWER_URL_DATASETS.md                                                                      | Markdown           |        155 |          0 |         50 |        205 |
| /home/developer/projects/open-navigator/docs/API_INTEGRATION_STATUS.md                                                                   | Markdown           |        364 |          0 |        110 |        474 |
| /home/developer/projects/open-navigator/docs/BIGQUERY_ENRICHMENT.md                                                                      | Markdown           |        141 |          0 |         51 |        192 |
| /home/developer/projects/open-navigator/docs/BULK_VS_API.md                                                                              | Markdown           |        252 |          0 |         91 |        343 |
| /home/developer/projects/open-navigator/docs/CENSUS_DATA_FIX.md                                                                          | Markdown           |         69 |          0 |         32 |        101 |
| /home/developer/projects/open-navigator/docs/CHANGELOG_DISCOVERY_V2.md                                                                   | Markdown           |        112 |          0 |         38 |        150 |
| /home/developer/projects/open-navigator/docs/CIVIC_TECH_URL_SOURCES.md                                                                   | Markdown           |        188 |          0 |         67 |        255 |
| /home/developer/projects/open-navigator/docs/CONTACTS_MEETINGS_SUMMARY.md                                                                | Markdown           |        274 |          0 |         81 |        355 |
| /home/developer/projects/open-navigator/docs/CONTACTS_MEETINGS_WORKFLOW.md                                                               | Markdown           |        246 |          0 |        103 |        349 |
| /home/developer/projects/open-navigator/docs/COST_BREAKDOWN.md                                                                           | Markdown           |        176 |          0 |         61 |        237 |
| /home/developer/projects/open-navigator/docs/COST_EFFECTIVE_STORAGE.md                                                                   | Markdown           |        389 |          0 |        159 |        548 |
| /home/developer/projects/open-navigator/docs/DATAVERSE_INTEGRATION.md                                                                    | Markdown           |        334 |          0 |        112 |        446 |
| /home/developer/projects/open-navigator/docs/DATAVERSE_INTEGRATION_SUMMARY.md                                                            | Markdown           |        170 |          0 |         57 |        227 |
| /home/developer/projects/open-navigator/docs/DATA_SOURCES.md                                                                             | Markdown           |        179 |          0 |         61 |        240 |
| /home/developer/projects/open-navigator/docs/DEBATE_GRADER_GUIDE.md                                                                      | Markdown           |        241 |          0 |         67 |        308 |
| /home/developer/projects/open-navigator/docs/EBOARD_AUTOMATED_SOLUTIONS.md                                                               | Markdown           |        304 |          0 |         98 |        402 |
| /home/developer/projects/open-navigator/docs/EBOARD_COOKIE_GUIDE.md                                                                      | Markdown           |        184 |          0 |         63 |        247 |
| /home/developer/projects/open-navigator/docs/EBOARD_MANUAL_DOWNLOAD.md                                                                   | Markdown           |        159 |          0 |         46 |        205 |
| /home/developer/projects/open-navigator/docs/ENHANCEMENT_OFFICIAL_SOURCES.md                                                             | Markdown           |        175 |          0 |         79 |        254 |
| /home/developer/projects/open-navigator/docs/FAST_ENRICHMENT_STRATEGY.md                                                                 | Markdown           |        247 |          0 |         77 |        324 |
| /home/developer/projects/open-navigator/docs/FRONTEND_INTEGRATION_GUIDE.md                                                               | Markdown           |        332 |          0 |        113 |        445 |
| /home/developer/projects/open-navigator/docs/GSA_DOMAIN_INTEGRATION.md                                                                   | Markdown           |        262 |          0 |         65 |        327 |
| /home/developer/projects/open-navigator/docs/HANDLING_MULTIPLE_FORMATS.md                                                                | Markdown           |        508 |          0 |        152 |        660 |
| /home/developer/projects/open-navigator/docs/HUGGINGFACE_DATASETS_ANALYSIS.md                                                            | Markdown           |        278 |          0 |         91 |        369 |
| /home/developer/projects/open-navigator/docs/HUGGINGFACE_FEATURE_SUMMARY.md                                                              | Markdown           |        186 |          0 |         76 |        262 |
| /home/developer/projects/open-navigator/docs/HUGGINGFACE_FILE_LIMITS.md                                                                  | Markdown           |        338 |          0 |        111 |        449 |
| /home/developer/projects/open-navigator/docs/HUGGINGFACE_PUBLISHING.md                                                                   | Markdown           |        318 |          0 |        129 |        447 |
| /home/developer/projects/open-navigator/docs/HUGGINGFACE_QUICK_START.md                                                                  | Markdown           |        290 |          0 |        112 |        402 |
| /home/developer/projects/open-navigator/docs/IMPACT_NAVIGATION_GUIDE.md                                                                  | Markdown           |        249 |          0 |        100 |        349 |
| /home/developer/projects/open-navigator/docs/INSTALLING_DOCUMENT_LIBRARIES.md                                                            | Markdown           |        118 |          0 |         44 |        162 |
| /home/developer/projects/open-navigator/docs/INTEGRATION_GUIDE.md                                                                        | Markdown           |        450 |          0 |        107 |        557 |
| /home/developer/projects/open-navigator/docs/INTEGRATION_STATUS.md                                                                       | Markdown           |        172 |          0 |         58 |        230 |
| /home/developer/projects/open-navigator/docs/JURISDICTION_DISCOVERY.md                                                                   | Markdown           |        450 |          0 |        131 |        581 |
| /home/developer/projects/open-navigator/docs/JURISDICTION_DISCOVERY_DEPLOYMENT.md                                                        | Markdown           |        150 |          0 |         60 |        210 |
| /home/developer/projects/open-navigator/docs/JURISDICTION_DISCOVERY_SETUP.md                                                             | Markdown           |        408 |          0 |        151 |        559 |
| /home/developer/projects/open-navigator/docs/JURISDICTION_WEBSITE_ENRICHMENT.md                                                          | Markdown           |        107 |          0 |         57 |        164 |
| /home/developer/projects/open-navigator/docs/LOCALVIEW_INTEGRATION_GUIDE.md                                                              | Markdown           |        177 |          0 |         76 |        253 |
| /home/developer/projects/open-navigator/docs/MIGRATION_SUMMARY_V2.md                                                                     | Markdown           |        193 |          0 |         77 |        270 |
| /home/developer/projects/open-navigator/docs/NEW_CAPABILITIES.md                                                                         | Markdown           |        256 |          0 |         89 |        345 |
| /home/developer/projects/open-navigator/docs/OAUTH_HUGGINGFACE_FIX.md                                                                    | Markdown           |        189 |          0 |         57 |        246 |
| /home/developer/projects/open-navigator/docs/POLITICAL_ECONOMY_ANALYSIS.md                                                               | Markdown           |        266 |          0 |         89 |        355 |
| /home/developer/projects/open-navigator/docs/RUNNING_DISCOVERY_AT_SCALE.md                                                               | Markdown           |        410 |          0 |        126 |        536 |
| /home/developer/projects/open-navigator/docs/SCALE_AND_SEARCH_PATTERNS.md                                                                | Markdown           |        684 |          0 |        170 |        854 |
| /home/developer/projects/open-navigator/docs/SCRAPER_IMPROVEMENTS.md                                                                     | Markdown           |        234 |          0 |         71 |        305 |
| /home/developer/projects/open-navigator/docs/SOCIAL_FEATURES.md                                                                          | Markdown           |        376 |          0 |         99 |        475 |
| /home/developer/projects/open-navigator/docs/SPLIT_SCREEN_SYSTEM.md                                                                      | Markdown           |        293 |          0 |         81 |        374 |
| /home/developer/projects/open-navigator/docs/TERMINAL_CORRUPTION_FIX.md                                                                  | Markdown           |         71 |          0 |         25 |         96 |
| /home/developer/projects/open-navigator/docs/UNIFIED_NONPROFIT_WORKFLOW.md                                                               | Markdown           |        205 |          0 |         64 |        269 |
| /home/developer/projects/open-navigator/docs/URL_DATASETS_CONFIRMED.md                                                                   | Markdown           |        250 |          0 |         91 |        341 |
| /home/developer/projects/open-navigator/docs/URL_DATASET_INVESTIGATION.md                                                                | Markdown           |        226 |          0 |         89 |        315 |
| /home/developer/projects/open-navigator/docs/VIDEO_CHANNEL_DISCOVERY.md                                                                  | Markdown           |        458 |          0 |        151 |        609 |
| /home/developer/projects/open-navigator/docs/VIDEO_SOURCES_COMPLETE.md                                                                   | Markdown           |        313 |          0 |        125 |        438 |
| /home/developer/projects/open-navigator/docs/VIDEO_URL_SOURCES.md                                                                        | Markdown           |        371 |          0 |         93 |        464 |
| /home/developer/projects/open-navigator/docs/YOUTUBE_DISCOVERY_IMPROVEMENTS.md                                                           | Markdown           |        337 |          0 |        102 |        439 |
| /home/developer/projects/open-navigator/docs/meetings_scrape_big_timber_tuscaloosa_inventory.md                                          | Markdown           |         11 |          0 |          4 |         15 |
| /home/developer/projects/open-navigator/examples/README.md                                                                               | Markdown           |        365 |          0 |        114 |        479 |
| /home/developer/projects/open-navigator/extraction/accountability_dashboards.py                                                          | Python             |        391 |        137 |         87 |        615 |
| /home/developer/projects/open-navigator/extraction/budget_analyzer.py                                                                    | Python             |        155 |        202 |         23 |        380 |
| /home/developer/projects/open-navigator/extraction/decision_analyzer.py                                                                  | Python             |        408 |        110 |         45 |        563 |
| /home/developer/projects/open-navigator/extraction/summarizer.py                                                                         | Python             |        187 |        216 |         49 |        452 |
| /home/developer/projects/open-navigator/extraction/temporal_analyzer.py                                                                  | Python             |        226 |         65 |         55 |        346 |
| /home/developer/projects/open-navigator/extraction/universal_extractor.py                                                                | Python             |        248 |         65 |         71 |        384 |
| /home/developer/projects/open-navigator/frontend/.eslintrc.cjs                                                                           | JavaScript         |         18 |          0 |          1 |         19 |
| /home/developer/projects/open-navigator/frontend/README.md                                                                               | Markdown           |        126 |          0 |         41 |        167 |
| /home/developer/projects/open-navigator/frontend/index.html                                                                              | HTML               |        127 |          9 |          9 |        145 |
| /home/developer/projects/open-navigator/frontend/package-lock.json                                                                       | JSON               |      5,336 |          0 |          1 |      5,337 |
| /home/developer/projects/open-navigator/frontend/package.json                                                                            | JSON               |         49 |          0 |          1 |         50 |
| /home/developer/projects/open-navigator/frontend/policy-dashboards/README.md                                                             | Markdown           |        174 |          0 |         78 |        252 |
| /home/developer/projects/open-navigator/frontend/policy-dashboards/package-lock.json                                                     | JSON               |     17,457 |          0 |          1 |     17,458 |
| /home/developer/projects/open-navigator/frontend/policy-dashboards/package.json                                                          | JSON               |         36 |          0 |          1 |         37 |
| /home/developer/projects/open-navigator/frontend/policy-dashboards/public/communityone_logo.svg                                          | XML                |         13 |          5 |          5 |         23 |
| /home/developer/projects/open-navigator/frontend/policy-dashboards/public/index.html                                                     | HTML               |         17 |          0 |          1 |         18 |
| /home/developer/projects/open-navigator/frontend/policy-dashboards/src/App.jsx                                                           | JavaScript JSX     |      1,277 |         30 |         49 |      1,356 |
| /home/developer/projects/open-navigator/frontend/policy-dashboards/src/components/EndlessStudyLoop.jsx                                   | JavaScript JSX     |        139 |         13 |         11 |        163 |
| /home/developer/projects/open-navigator/frontend/policy-dashboards/src/components/HomePage.jsx                                           | JavaScript JSX     |        274 |          8 |         10 |        292 |
| /home/developer/projects/open-navigator/frontend/policy-dashboards/src/components/ImpactDashboard.jsx                                    | JavaScript JSX     |        243 |         20 |         18 |        281 |
| /home/developer/projects/open-navigator/frontend/policy-dashboards/src/components/NonprofitCard.jsx                                      | JavaScript JSX     |        273 |          9 |          9 |        291 |
| /home/developer/projects/open-navigator/frontend/policy-dashboards/src/components/SplitScreenView.jsx                                    | JavaScript JSX     |        347 |         12 |         17 |        376 |
| /home/developer/projects/open-navigator/frontend/policy-dashboards/src/components/Summary.jsx                                            | JavaScript JSX     |        168 |          9 |          7 |        184 |
| /home/developer/projects/open-navigator/frontend/policy-dashboards/src/components/TopicNavigation.jsx                                    | JavaScript JSX     |        488 |         11 |         13 |        512 |
| /home/developer/projects/open-navigator/frontend/policy-dashboards/src/components/WhereMoneyWent.jsx                                     | JavaScript JSX     |        146 |          9 |          8 |        163 |
| /home/developer/projects/open-navigator/frontend/policy-dashboards/src/components/WhoIsInCharge.jsx                                      | JavaScript JSX     |        141 |         11 |         11 |        163 |
| /home/developer/projects/open-navigator/frontend/policy-dashboards/src/components/WordsVsDollars.jsx                                     | JavaScript JSX     |        134 |         10 |          8 |        152 |
| /home/developer/projects/open-navigator/frontend/policy-dashboards/src/components/shared/BarMeter.jsx                                    | JavaScript JSX     |         28 |          4 |          3 |         35 |
| /home/developer/projects/open-navigator/frontend/policy-dashboards/src/components/shared/Compare.jsx                                     | JavaScript JSX     |         51 |          4 |          4 |         59 |
| /home/developer/projects/open-navigator/frontend/policy-dashboards/src/components/shared/DashboardTile.jsx                               | JavaScript JSX     |        148 |         14 |         10 |        172 |
| /home/developer/projects/open-navigator/frontend/policy-dashboards/src/components/shared/DecisionCard.jsx                                | JavaScript JSX     |        236 |          8 |         10 |        254 |
| /home/developer/projects/open-navigator/frontend/policy-dashboards/src/components/shared/FilterPanel.jsx                                 | JavaScript JSX     |        225 |          6 |         10 |        241 |
| /home/developer/projects/open-navigator/frontend/policy-dashboards/src/components/shared/InsightBox.jsx                                  | JavaScript JSX     |         30 |          4 |          4 |         38 |
| /home/developer/projects/open-navigator/frontend/policy-dashboards/src/components/shared/MetricCard.jsx                                  | JavaScript JSX     |         30 |          4 |          3 |         37 |
| /home/developer/projects/open-navigator/frontend/policy-dashboards/src/index.css                                                         | PostCSS            |         26 |          0 |          6 |         32 |
| /home/developer/projects/open-navigator/frontend/policy-dashboards/src/index.js                                                          | JavaScript         |         10 |          0 |          2 |         12 |
| /home/developer/projects/open-navigator/frontend/postcss.config.js                                                                       | JavaScript         |          6 |          0 |          1 |          7 |
| /home/developer/projects/open-navigator/frontend/public/communityone_logo.svg                                                            | XML                |         13 |          5 |          5 |         23 |
| /home/developer/projects/open-navigator/frontend/public/google6934fc6e3618949f.html                                                      | HTML               |          1 |          0 |          0 |          1 |
| /home/developer/projects/open-navigator/frontend/public/privacyfacebook.html                                                             | HTML               |        244 |          0 |         33 |        277 |
| /home/developer/projects/open-navigator/frontend/public/sitemap-app.xml                                                                  | XML                |         89 |          5 |         19 |        113 |
| /home/developer/projects/open-navigator/frontend/public/sitemap.xml                                                                      | XML                |         11 |          2 |          4 |         17 |
| /home/developer/projects/open-navigator/frontend/src/App.tsx                                                                             | TypeScript JSX     |        133 |          6 |          9 |        148 |
| /home/developer/projects/open-navigator/frontend/src/components/AddressLookup.tsx                                                        | TypeScript JSX     |        614 |         28 |         62 |        704 |
| /home/developer/projects/open-navigator/frontend/src/components/CensusRaceBarChart.tsx                                                   | TypeScript JSX     |        336 |         17 |         21 |        374 |
| /home/developer/projects/open-navigator/frontend/src/components/DataExplorerLayout.tsx                                                   | TypeScript JSX     |         71 |          1 |          5 |         77 |
| /home/developer/projects/open-navigator/frontend/src/components/ExploreQuickNavSidebarPanel.tsx                                          | TypeScript JSX     |         14 |          5 |          2 |         21 |
| /home/developer/projects/open-navigator/frontend/src/components/FollowButton.tsx                                                         | TypeScript JSX     |        147 |          4 |         10 |        161 |
| /home/developer/projects/open-navigator/frontend/src/components/GiniInequalityReadout.tsx                                                | TypeScript JSX     |         44 |          2 |          3 |         49 |
| /home/developer/projects/open-navigator/frontend/src/components/HeroLicensePlateBadge.tsx                                                | TypeScript JSX     |        251 |          2 |         22 |        275 |
| /home/developer/projects/open-navigator/frontend/src/components/HomeExploreQuickNav.tsx                                                  | TypeScript JSX     |        276 |          8 |         19 |        303 |
| /home/developer/projects/open-navigator/frontend/src/components/InfoHelpTrigger.tsx                                                      | TypeScript JSX     |         34 |          6 |          4 |         44 |
| /home/developer/projects/open-navigator/frontend/src/components/JurisdictionDiscovery.tsx                                                | TypeScript JSX     |        239 |         13 |         17 |        269 |
| /home/developer/projects/open-navigator/frontend/src/components/Layout.tsx                                                               | TypeScript JSX     |        558 |         16 |         24 |        598 |
| /home/developer/projects/open-navigator/frontend/src/components/MultiSelect.tsx                                                          | TypeScript JSX     |        128 |          2 |          8 |        138 |
